YEARMADERANGE,WALLTYPE,ROOFTYPE,BEDROOMS,NCOMBATH,NHAFBATH,PRKGPLC1,STOVENFUEL,OVENUSE,AMTMICRO,DEFROST,TOASTER,NUMMEAL,FUELFOOD,COFFEE,NUMFRIG,TYPERFR1,SIZRFRI1,AGERFRI1,NUMFREEZ,DWASHUSE,WASHLOAD,DRYRUSE,TVCOLOR,TVSIZE1,TVTYPE1,TVONWD1,TVONWE1,NUMPC,TIMEON1,TIMEON2,TIMEON3,BATTOOLS,INTERNET,WELLPUMP,AQUARIUM,STEREO,HEATROOM,MOISTURE,FUELH2O,ACROOMS,USECENAC,PROTHERMAC,NUMCFAN,USECFAN,TREESHAD,RECBATH,LIGHTS,SLDDRS,WINDOWS,ADQINSUL,USENG,USESOLAR,ELWARM,ELWATER,ELFOOD,EMPLOYHH,Householder_Race,EDUCATION,NHSLDMEM,MEANAGE,RETIREPY,MONEYPY,POVERTY150,TOTSQFT,TOTHSQFT,TOTCSQFT,KWH,WSF
3,1,0,1,1,0,0,1,1,3,1,1,1,1,0,1,1,3,12,0,0,0,0,2,1,2,4,8,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,30.5,0,4,2,0,0,1,1,1,0,1,3,1,63,1,8750,1,701,701,234,5483,0.58
6,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,4,3,7,0,0,0,0,1,2,1,8,4,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,1,2,1,85,1,22500,0,560,0,560,2530,0.56
1,3,5,3,2,0,0,1,16,2,1,0,7,1,1,4,4,4,7,2,8,13,3,4,2,1,4,8,6,10,10,2,0,1,0,0,1,6,0,1,5,3,1,6,3,1,0,279,0,12,3,0,0,1,1,1,1,1,3,5,19.8,0,62500,0,1582,1582,1582,34809,0.51
5,4,5,3,2,0,1,1,6,4,1,0,10,1,1,1,3,4,17,0,5,7,3,2,2,2,12,12,1,1,0,0,0,1,0,0,0,6,0,1,6,3,0,5,3,1,0,22.5,1,12,3,0,0,1,1,1,0,1,3,2,77,1,17500,1,2421,2021,2021,15727,0.37
1,3,0,1,1,0,0,1,6,1,0,1,0,0,1,1,3,3,7,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,7,3,1,0,0,1,0,1,0,2,1,45,0,37500,0,472,472,0,636,0.52
1,2,5,3,2,0,0,1,3,2,1,1,10,1,0,2,4,3,2,1,3,7,3,2,2,1,2,2,2,10,1,0,10,1,0,0,1,5,0,1,0,0,0,0,0,1,0,21,0,30,3,0,0,0,1,1,0,1,5,3,50.333333333333336,1,82500,0,3628,1130,220,12179,0.53
1,3,5,3,1,0,0,0,6,4,1,1,5,0,1,1,4,2,12,1,0,3,3,5,2,2,4,12,3,10,5,2,2,1,0,0,1,8,0,0,8,3,1,6,3,0,0,33,0,22,3,1,0,1,0,0,1,2,3,5,16.2,1,37500,1,2625,1750,1750,13014,0.44
1,3,3,2,2,0,0,1,16,3,0,0,10,1,0,1,0,1,3,0,0,0,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,4,0,1,4,3,0,1,3,0,0,0,0,7,3,0,0,1,1,1,0,1,2,1,58,0,8750,1,1350,1350,1350,9745,0.43
1,1,0,2,1,0,0,0,16,2,0,0,7,0,0,1,4,2,7,0,3,0,0,1,2,2,1,1,2,2,2,0,0,1,0,0,1,4,0,0,0,0,0,0,0,1,0,10,0,7,2,1,0,0,0,0,1,4,5,2,27,0,130000,0,900,900,0,3038,0.61
5,2,6,4,3,1,1,0,6,3,1,0,7,1,1,3,2,4,2,0,8,7,2,6,3,3,4,8,5,10,2,1,6,1,1,0,0,11,0,0,10,3,1,0,0,1,0,107,1,18,3,0,0,0,0,1,1,1,3,4,26.5,1,130000,0,5376,4016,3360,17635,0.51
6,1,2,2,1,0,0,1,6,3,0,1,5,1,0,1,1,3,17,0,1,7,3,3,2,2,12,2,3,8,8,1,2,1,0,0,0,4,0,1,4,3,0,1,2,0,0,0,0,4,4,0,0,1,1,1,1,2,4,3,31,0,52500,0,932,932,932,16438,0.4
2,6,5,3,3,0,1,0,6,3,1,0,18,0,1,2,3,4,2,1,8,7,2,5,3,2,2,2,1,1,0,0,2,1,0,0,0,6,1,0,6,3,1,1,3,1,0,21,0,12,4,1,0,0,0,1,1,1,2,2,53.5,0,110000,0,5140,2374,2374,9530,0.47
4,3,8,2,2,0,0,1,1,1,0,0,10,1,1,1,4,3,7,1,1,13,3,2,2,5,4,8,1,2,0,0,2,1,0,0,1,4,0,1,4,3,0,0,0,0,0,7.5,0,7,4,0,0,1,1,1,0,1,2,2,68,1,67500,0,938,938,938,19612,0.58
7,1,5,5,4,0,1,0,6,2,0,0,5,0,1,2,3,3,7,1,8,13,2,3,3,1,12,4,2,2,5,0,2,1,0,0,0,10,0,0,10,3,1,6,2,0,0,17,0,18,3,1,0,1,0,1,0,1,3,4,26,0,77500,0,4050,3400,3400,24251,0.54
3,3,0,2,1,0,0,1,9,2,1,1,7,1,1,1,4,3,7,0,8,0,0,1,3,4,1,2,3,10,10,10,2,1,0,1,0,3,1,0,3,2,1,0,0,0,0,35.5,1,4,4,1,0,0,0,1,1,1,5,2,28.5,0,87500,0,1059,1059,1059,10665,0.58
4,2,0,1,1,1,0,1,1,4,1,1,10,1,1,1,4,3,12,0,2,7,3,1,2,2,8,8,1,5,0,0,0,1,0,0,1,3,0,1,3,3,0,1,3,0,0,2.5,1,4,4,0,0,1,1,1,2,1,3,1,65,1,62500,0,631,631,631,7117,0.55
1,1,0,3,2,1,0,0,1,2,1,0,7,0,1,1,4,3,3,0,5,0,0,4,3,4,4,4,1,2,0,0,6,1,0,0,0,6,0,0,0,0,0,6,3,0,0,10,0,18,3,1,0,0,0,0,0,1,3,2,68.5,1,130000,0,1094,1094,912,7238,0.58
6,3,5,4,3,0,1,1,6,3,1,0,7,1,1,2,3,4,17,0,8,3,3,8,3,3,2,2,2,10,10,0,2,1,1,0,1,8,0,1,8,3,0,14,2,1,0,20,0,12,4,0,0,1,1,1,1,1,5,3,41,0,130000,0,3120,2470,2470,22678,0.43
3,4,5,4,2,0,1,0,6,2,1,1,10,0,0,1,5,4,3,0,5,13,3,3,2,1,8,12,5,5,2,2,10,1,0,0,0,6,0,0,0,0,0,0,0,0,0,58,1,7,2,1,0,1,0,0,1,1,3,4,24.5,0,110000,0,2214,1814,302,5684,0.42
7,3,5,3,1,1,1,1,1,2,0,0,5,1,1,1,3,4,7,0,3,7,3,6,2,1,4,1,4,10,10,10,2,1,0,0,1,6,1,0,0,0,0,1,1,0,1,35,1,12,4,1,0,0,0,1,2,1,3,4,32.25,0,87500,0,3360,2240,0,9607,0.6
5,3,5,1,1,0,0,1,6,2,1,1,5,1,0,1,4,4,7,0,3,0,0,2,2,1,8,8,0,0,0,0,0,0,0,0,0,3,0,1,3,3,0,0,0,0,0,13,1,2,3,0,0,1,1,1,2,2,3,1,19,0,6250,1,750,750,750,8715,0.42
3,3,6,5,3,0,0,1,9,4,1,1,7,1,1,2,3,4,12,0,3,7,2,7,3,3,4,8,2,2,1,0,2,1,0,0,1,10,0,0,10,1,1,0,0,1,0,10.5,1,18,3,1,0,1,0,1,2,1,4,4,50,0,130000,0,1942,1942,1942,18256,0.57
7,2,0,2,2,0,0,1,16,1,0,1,10,1,0,1,4,3,7,0,0,0,0,3,2,1,8,2,2,2,1,0,2,1,0,0,1,4,1,1,4,3,1,1,1,0,0,10.5,1,4,3,0,0,1,1,1,1,1,1,4,26,0,12500,1,997,997,997,10439,0.55
4,3,5,4,2,0,1,1,6,3,1,1,10,1,1,2,5,3,7,1,2,3,2,3,3,2,12,12,2,8,2,0,0,1,0,0,1,7,0,0,7,2,1,3,1,1,1,24,0,7,4,1,0,0,0,1,2,1,7,2,60,1,77500,0,2754,2504,2504,17415,0.58
6,7,3,3,2,0,0,1,6,3,0,0,5,1,1,1,3,4,3,1,2,7,3,3,2,1,2,8,0,0,0,0,0,0,0,0,1,6,0,1,6,3,0,2,2,0,0,21,1,12,3,0,0,1,1,1,1,1,2,1,27,0,37500,0,1410,1410,1410,19285,0.35
5,2,2,2,2,0,0,1,0,4,1,1,7,1,1,1,4,3,3,0,1,1,1,3,3,3,4,4,1,1,0,0,2,1,0,0,0,4,0,0,4,1,0,1,1,1,0,5,1,4,3,1,0,0,0,1,0,1,2,2,66.5,1,27500,0,890,890,890,5243,0.53
7,7,0,0,1,0,0,1,3,3,0,1,7,1,1,1,4,4,12,0,8,0,0,2,3,2,2,8,1,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,12,0,4,4,0,0,1,1,1,1,4,5,2,75,1,52500,0,382,382,382,5210,0.49
2,7,3,3,2,0,1,0,6,4,0,0,5,1,0,2,5,4,2,0,0,7,3,5,3,2,8,8,2,2,1,0,2,1,0,0,1,0,0,1,5,1,1,5,1,0,0,32,0,12,3,0,0,0,1,1,1,1,4,2,63,0,130000,0,2394,0,2394,29378,0.49
4,3,5,3,1,0,1,0,1,4,1,0,7,0,0,1,3,3,7,0,0,13,3,2,3,2,8,8,2,5,5,0,6,1,0,0,1,5,0,0,0,0,0,5,3,0,0,110,0,12,2,1,0,1,0,0,1,1,2,2,55.5,0,42500,0,1380,1130,226,8076,0.7
5,2,0,1,1,0,0,1,3,2,0,0,7,1,1,1,4,3,2,0,1,0,0,2,3,2,2,2,0,0,0,0,2,0,0,0,0,3,0,1,3,1,0,1,1,1,0,10.5,1,4,3,0,0,1,1,1,1,1,4,1,44,0,27500,0,727,727,727,6142,0.51
1,2,3,3,2,0,0,1,1,1,1,0,18,1,1,1,3,4,7,2,0,1,3,3,3,2,8,8,1,10,0,0,10,1,1,0,0,5,1,1,5,1,0,5,3,1,0,0,0,18,4,0,0,1,1,1,1,1,2,2,49.5,0,52500,0,3008,3008,3008,16524,0.42
8,1,5,4,2,0,1,0,3,3,1,1,10,0,1,1,3,4,2,0,1,3,3,2,3,3,8,8,2,2,1,0,2,1,0,0,1,8,0,0,8,3,0,2,0,0,0,5,0,18,4,1,0,1,0,0,0,1,2,3,18.333333333333332,0,52500,0,2137,1737,1737,15125,0.37
5,2,6,3,3,1,1,0,1,2,1,0,5,0,1,2,3,4,12,0,2,7,2,3,2,1,2,2,1,2,0,0,2,1,0,0,0,6,0,0,6,1,1,1,1,1,0,0,1,18,4,1,0,0,0,0,1,1,6,2,52.5,0,82500,0,3858,2484,2242,9795,0.57
6,3,5,3,2,0,0,1,6,2,1,1,5,1,1,1,4,3,7,0,0,3,2,2,3,2,8,8,1,2,0,0,6,1,0,0,1,6,0,1,0,0,0,6,3,1,0,21,1,7,4,0,0,1,1,1,1,1,2,2,50.5,0,32500,0,1512,1296,216,13221,0.51
2,3,5,3,1,1,0,0,1,4,1,0,5,0,1,1,4,2,17,0,0,3,3,2,3,2,4,8,1,5,0,0,2,1,0,0,1,5,0,0,5,1,1,0,0,1,0,5,0,12,4,1,0,1,0,0,0,1,3,2,58.5,1,52500,0,1714,1714,1714,4673,0.58
2,3,5,2,1,0,1,1,9,3,0,1,10,1,1,1,3,4,7,0,8,7,3,3,3,2,12,12,1,1,0,0,0,1,0,0,0,5,0,0,0,0,0,5,3,0,0,5,0,18,3,0,0,0,0,1,1,1,5,2,46.5,1,97500,0,2013,1441,1441,8456,0.49
4,1,6,3,2,0,1,1,6,2,0,0,7,1,1,2,5,5,12,1,8,7,3,2,2,2,8,8,2,5,1,0,2,1,0,0,0,7,0,1,7,3,0,5,3,1,1,85,0,12,4,0,0,1,1,1,0,1,2,2,69.5,0,47500,0,1365,965,965,18126,0.41
2,4,2,5,4,0,1,0,9,2,0,0,5,1,1,2,3,4,7,0,1,13,2,8,3,2,2,2,2,5,5,0,2,1,0,0,0,0,0,0,0,0,0,3,2,1,0,31.5,1,22,3,1,0,0,1,1,0,1,5,5,27.2,0,130000,0,4132,0,0,12543,0.45
4,7,5,4,2,1,1,1,3,2,1,0,5,1,0,1,3,4,2,1,0,7,0,4,2,2,2,4,4,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,18,3,0,1,0,0,1,1,5,5,5,25,0,62500,0,2756,0,673,8433,0.49
4,1,0,1,1,0,0,0,0,2,0,1,7,0,0,1,4,3,12,0,0,0,0,2,2,1,1,4,1,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,45,1,2,3,1,0,0,0,0,0,1,2,1,76,1,12500,1,586,195,195,3796,0.48
1,4,5,3,1,2,1,0,6,2,0,0,5,0,1,2,3,4,12,0,5,3,3,3,3,2,2,2,2,8,2,0,0,1,0,0,1,7,0,0,7,2,0,0,0,1,0,114,0,18,4,1,0,0,0,1,1,1,5,2,69,1,130000,0,4986,4586,4586,18435,0.39
2,3,5,2,1,0,0,0,6,2,1,1,7,0,0,1,4,2,7,0,5,3,3,2,3,2,2,4,2,10,1,0,2,1,0,1,0,4,0,0,4,1,1,1,3,0,0,13,0,12,3,1,0,0,0,0,1,1,2,2,23.5,0,52500,0,1560,780,780,7196,0.59
5,1,1,3,2,1,1,0,6,2,1,0,7,0,1,1,3,3,3,1,3,3,3,3,3,2,4,12,1,2,0,0,0,1,0,0,0,8,0,0,8,3,0,4,3,0,0,22.5,1,12,3,1,0,1,0,0,1,2,2,3,47.666666666666664,0,97500,0,4888,4488,4488,17640,0.42
4,2,0,3,2,0,0,1,1,4,0,1,10,1,0,2,4,3,7,0,0,0,0,3,3,2,2,1,4,8,8,8,0,1,0,0,1,4,0,0,0,0,0,1,2,0,0,13,0,4,2,1,0,1,0,1,2,4,2,4,22.75,0,6250,1,1029,1029,0,3552,0.49
5,3,2,3,3,0,1,1,16,3,0,0,1,1,1,1,4,4,7,1,0,7,3,1,2,1,12,12,1,1,0,0,0,0,1,0,0,8,0,1,8,3,0,5,1,0,0,0,1,12,4,0,0,1,1,1,1,1,2,2,71.5,1,57500,0,3226,2826,2826,27682,0.48
2,1,5,4,4,1,0,0,1,4,0,1,1,0,0,1,3,4,17,0,3,3,3,2,2,1,4,4,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,4,1,1,0,2.5,0,12,4,1,0,0,0,0,0,1,6,1,85,1,27500,0,4740,2107,0,11448,0.53
1,2,5,2,1,0,0,1,9,3,0,0,10,1,0,1,4,4,2,0,0,0,0,2,2,1,4,8,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,5,0,12,2,1,0,0,1,1,0,2,1,3,65.33333333333333,1,27500,0,1160,1160,0,29403,0.55
4,2,5,3,2,0,1,1,6,3,0,1,7,1,1,2,3,5,3,1,0,7,3,2,3,2,8,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7.5,0,22,3,1,0,0,0,1,0,1,5,2,74,1,37500,0,3108,2708,0,8595,0.58
2,3,5,2,1,2,0,1,9,1,1,1,7,1,0,1,3,2,3,0,0,3,3,4,3,4,4,12,2,2,1,0,0,1,0,1,0,7,1,1,0,0,0,0,0,1,0,5,0,12,3,0,0,0,1,1,1,4,2,3,25.333333333333332,0,72500,0,2475,1444,619,9442,0.52
5,3,5,2,1,0,0,1,1,2,1,0,18,1,0,1,4,3,7,0,0,7,0,3,3,1,4,8,1,2,0,0,2,1,0,0,0,4,0,1,0,0,0,0,0,0,0,21,0,7,4,0,0,1,1,1,2,6,1,3,10.333333333333334,0,3750,1,913,913,457,15337,0.49
4,1,5,5,2,0,0,1,16,4,1,0,5,1,1,1,4,4,12,2,0,16,3,2,2,2,2,4,2,2,1,0,0,1,0,0,0,8,0,1,8,2,0,1,1,1,0,64,0,2,4,0,0,1,1,1,2,1,2,5,34.8,1,72500,0,1500,1500,1500,21368,0.46
2,2,7,3,2,1,1,1,6,3,0,0,10,1,1,1,4,3,2,0,0,3,2,3,2,2,4,2,1,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,7,3,1,0,1,0,1,0,2,3,2,37.5,0,92500,0,1733,800,0,5807,0.47
4,3,5,4,2,0,1,0,16,3,0,0,10,0,1,1,4,3,12,1,2,7,2,4,2,2,4,8,2,10,1,0,2,1,0,0,0,6,0,0,6,1,1,4,2,1,0,5,1,12,3,1,0,0,0,0,1,1,6,3,23.333333333333332,0,72500,0,2240,1840,1840,3513,0.53
1,2,7,1,1,0,0,1,16,4,0,0,10,1,1,1,1,3,7,0,0,3,3,2,2,1,12,12,1,2,0,0,2,0,0,0,0,4,0,0,0,0,0,3,2,0,0,18.5,0,7,3,1,0,0,0,1,0,1,2,2,52,0,22500,0,600,600,300,2201,0.49
4,1,5,3,3,0,1,1,1,4,1,0,1,1,0,2,3,5,3,0,2,1,3,1,3,2,12,12,1,1,0,0,6,1,0,0,1,7,0,1,7,3,1,1,1,1,1,38.5,1,12,3,0,0,1,1,1,1,1,5,1,62,0,110000,0,2335,1685,1685,17801,0.4
5,2,6,5,3,0,1,1,9,2,1,1,7,1,1,4,3,5,2,0,8,13,3,6,3,2,2,8,4,5,5,5,10,1,0,0,1,9,1,0,0,0,0,1,1,1,0,28.5,0,7,4,1,0,0,0,1,1,1,2,3,34.333333333333336,0,82500,0,2622,2622,0,11122,0.61
5,3,3,3,2,0,0,1,1,2,0,0,3,1,1,1,3,4,3,0,0,13,3,7,1,1,8,4,1,1,0,0,6,1,0,0,0,8,1,1,8,3,0,5,0,1,0,2.5,0,18,3,0,0,1,1,1,0,2,2,2,51,0,27500,0,2129,2129,2129,25710,0.38
2,3,5,3,2,0,0,1,9,2,0,0,7,1,0,1,3,4,12,0,0,3,3,5,3,2,8,12,2,5,1,0,2,1,0,0,0,6,0,1,6,2,0,6,1,1,0,7.5,0,7,2,1,0,1,1,1,1,2,3,3,53.333333333333336,1,37500,0,858,858,858,13932,0.56
5,1,5,3,2,0,1,1,1,3,1,1,7,1,1,1,4,3,17,1,3,3,3,2,2,1,12,4,0,0,0,0,2,0,0,0,1,5,0,1,7,3,1,4,1,1,0,25,1,12,3,1,0,1,1,1,0,1,5,1,85,1,27500,0,2480,1486,2480,11763,0.55
5,1,6,4,3,0,1,1,16,3,1,0,10,1,0,2,3,4,2,0,5,7,3,2,3,2,2,2,2,5,5,0,2,1,0,0,0,10,1,0,10,2,1,3,1,1,0,36.5,0,2,4,1,0,0,0,1,0,1,6,6,22.833333333333332,0,92500,0,4443,4043,4043,12156,0.62
7,3,5,4,3,0,1,0,6,1,1,1,18,0,0,1,3,4,7,1,8,1,3,4,3,4,4,8,1,2,0,0,2,1,0,0,1,7,1,1,7,1,1,6,2,0,0,5,0,12,4,1,0,1,1,0,1,2,5,2,20.5,0,92500,0,2288,1888,1888,6009,0.45
4,5,6,3,2,1,1,1,6,3,1,0,7,1,0,2,5,3,12,1,3,13,2,2,1,1,1,1,2,1,1,0,2,1,0,0,1,7,0,0,0,0,0,3,2,0,0,13,1,7,3,1,0,0,0,1,1,1,3,2,52.5,0,72500,0,2200,1800,0,334,0.58
1,3,5,3,1,1,0,0,3,0,0,0,7,0,0,1,1,4,22,0,0,7,3,4,2,1,8,8,1,2,0,0,0,1,0,0,0,6,0,0,0,0,0,2,3,0,0,5,0,12,2,1,0,0,0,0,0,2,2,3,24,0,22500,1,1875,1250,0,7192,0.58
2,7,3,2,1,2,1,1,6,2,1,1,18,1,1,1,4,4,17,0,5,3,3,3,3,1,4,4,1,5,0,0,2,1,1,1,1,6,1,1,6,3,1,2,2,1,1,42,1,30,3,0,0,1,1,1,1,1,6,4,23.25,0,130000,0,2340,2090,2090,25814,0.4
3,3,5,4,1,1,1,1,9,4,0,0,7,1,1,1,1,4,7,1,0,7,3,3,3,2,12,12,2,8,5,0,10,1,0,0,0,9,0,0,9,2,1,4,1,0,0,18,0,12,4,1,0,0,0,1,0,1,2,3,31.666666666666668,0,37500,0,5865,5465,5465,10257,0.52
4,2,5,4,3,0,0,1,6,0,0,0,10,1,1,1,3,4,3,1,5,13,2,3,2,1,4,4,3,2,2,2,6,1,1,1,1,10,0,1,7,1,0,5,3,1,1,143,1,22,3,0,0,1,1,1,1,1,2,4,25,0,62500,0,2162,2162,1729,12598,0.52
5,3,5,3,1,1,1,1,6,2,0,0,7,1,1,1,1,3,7,1,0,3,0,1,1,1,4,4,1,2,0,0,0,1,1,1,0,8,0,0,0,0,0,1,2,1,0,18.5,1,12,3,0,0,1,0,1,1,1,5,2,44,0,110000,0,2640,2240,0,3592,0.71
2,4,5,4,2,0,0,0,1,2,0,1,7,0,1,1,1,3,2,0,0,3,3,3,3,2,8,8,2,2,2,0,2,1,0,0,1,2,0,0,3,1,1,1,1,1,0,0,1,7,4,1,0,1,0,0,0,1,3,4,39.25,1,27500,1,1890,473,1181,7014,0.39
1,1,0,2,1,0,0,1,6,4,0,1,10,1,1,1,4,4,3,0,0,0,0,0,0,0,0,0,1,10,0,0,0,1,0,0,0,4,0,0,4,1,0,0,0,1,0,13,0,7,4,0,0,0,0,1,1,1,5,1,45,0,62500,0,670,670,670,3031,0.53
3,2,6,3,1,1,1,1,6,3,0,1,5,1,1,1,3,4,7,0,8,7,3,5,3,4,4,12,4,10,10,8,10,1,0,0,1,5,0,0,0,0,0,0,0,1,0,47.5,1,12,3,0,0,0,0,1,1,1,3,5,26,0,32500,1,2496,1248,0,6620,0.5
4,1,5,3,3,0,0,1,6,3,1,0,7,1,1,1,5,4,2,1,3,7,3,2,2,2,2,4,2,2,1,0,2,1,0,0,1,5,0,1,5,3,0,2,1,1,0,20.5,0,18,4,0,0,1,1,1,1,1,4,2,57.5,0,130000,0,2726,974,974,17239,0.43
1,2,5,1,2,0,0,1,1,4,1,0,7,1,1,1,4,4,22,0,0,1,3,1,2,1,2,2,1,5,0,0,6,1,0,0,0,7,0,1,0,0,0,9,3,0,0,16,1,22,3,1,0,1,1,1,0,1,3,1,81,1,12500,1,2912,2265,0,11256,0.62
5,1,5,3,1,0,0,1,6,2,0,0,18,1,0,1,1,3,3,1,0,13,3,4,2,1,12,12,0,0,0,0,0,0,0,0,0,6,0,1,6,3,1,0,0,1,0,5,0,12,3,0,0,1,1,1,0,2,2,5,32,1,8750,1,1169,1169,1169,11544,0.47
1,2,3,3,1,1,0,1,6,2,0,1,7,1,1,2,3,3,3,1,3,13,3,3,3,2,4,8,2,8,2,0,10,1,1,0,0,7,1,0,0,0,0,7,1,0,0,10,0,12,3,0,0,0,0,1,1,1,4,4,17.75,0,82500,0,2250,1500,0,14732,0.67
6,7,1,5,4,0,1,1,3,3,0,0,1,1,1,1,3,4,3,1,1,3,3,3,3,2,4,4,3,5,5,10,2,1,0,0,0,8,0,1,8,2,1,4,2,1,1,5,1,18,4,0,0,1,1,1,1,1,3,1,34,0,110000,0,2400,1750,1750,29958,0.31
5,2,2,3,2,0,1,1,6,4,0,0,3,1,0,1,3,3,7,0,2,1,0,1,2,2,4,4,1,1,0,0,2,1,0,0,0,5,1,0,0,0,0,0,0,1,0,2.5,1,18,4,1,0,1,0,1,1,1,2,1,46,0,72500,0,2702,1439,0,7023,0.63
2,7,2,2,1,0,0,0,3,2,0,1,18,0,1,1,4,3,3,0,0,7,0,3,3,1,8,8,1,5,0,0,2,1,0,0,0,5,0,0,5,3,0,0,0,1,0,59.5,0,12,2,1,0,0,0,0,1,1,2,6,21.833333333333332,0,47500,0,1042,1042,1042,5653,0.49
1,1,2,3,1,0,0,0,9,2,0,1,7,0,1,1,4,3,7,0,8,3,3,1,1,1,2,4,2,2,2,0,6,1,0,1,1,4,0,0,3,1,0,0,0,0,0,23.5,0,7,3,1,0,0,0,0,1,1,5,2,39,0,57500,0,1515,880,660,5864,0.49
1,1,0,1,1,0,0,1,3,3,0,0,1,1,1,1,4,4,7,0,0,0,0,3,1,1,8,8,1,2,0,0,2,1,0,0,1,3,0,1,0,0,0,0,0,0,0,2.5,0,7,2,0,0,1,1,1,1,1,2,1,33,0,42500,0,751,751,250,3925,0.57
5,4,1,3,2,0,1,0,16,2,1,1,10,0,0,1,4,3,7,0,0,3,3,2,3,2,2,4,2,1,1,0,0,1,0,0,0,4,0,0,4,3,1,3,3,1,0,2.5,1,12,2,1,0,0,0,0,1,1,6,2,28,0,67500,0,1455,964,964,5762,0.43
2,4,5,3,2,0,1,0,1,2,0,0,10,0,0,1,4,4,12,0,0,1,3,2,2,1,2,2,2,2,2,0,0,1,0,0,0,5,0,0,5,1,0,2,1,0,0,33,1,7,4,1,0,0,0,0,0,6,3,4,50.75,1,130000,0,1548,1148,1148,6309,0.5
1,1,6,4,2,0,0,0,6,2,0,1,18,0,1,2,4,4,7,1,0,7,0,5,3,2,12,12,2,10,1,0,0,1,0,0,0,8,1,0,0,0,0,3,3,1,0,34,0,7,2,1,0,1,0,0,2,1,2,4,40.25,1,17500,1,2333,2333,1059,11066,0.55
2,3,5,2,1,0,0,1,9,4,0,0,10,1,1,1,4,4,12,0,0,3,0,2,2,1,8,12,1,2,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,23.5,0,7,2,1,0,1,0,1,1,1,3,4,17.75,0,42500,0,1890,1890,473,9894,0.53
6,1,5,3,2,0,1,0,3,2,1,0,5,0,1,2,4,5,7,1,8,7,3,4,3,2,4,8,3,2,10,10,2,1,0,0,1,10,0,0,10,3,0,6,3,1,0,24,0,12,3,1,0,0,0,0,1,1,2,2,62.5,1,130000,0,2456,2056,2056,23756,0.37
1,1,0,2,1,0,0,1,0,3,0,0,7,1,0,1,1,3,7,0,1,1,0,2,2,1,2,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,7,3,1,0,0,0,1,0,1,1,2,65.5,1,6250,1,786,786,0,3091,0.46
2,1,5,4,3,0,1,1,6,0,0,0,5,1,0,2,3,3,17,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,1,0,0,0,1,0,5,1,30,4,1,0,0,0,1,0,1,4,2,86.5,1,62500,0,2720,2320,2320,6279,0.51
1,3,5,5,1,1,0,1,6,2,1,1,7,1,0,1,3,4,7,0,5,13,3,2,3,2,2,2,2,10,2,0,2,1,0,0,0,10,0,0,6,2,0,5,2,0,0,31.5,0,22,2,1,0,0,0,1,1,1,2,2,48,1,110000,0,4080,2720,1632,14011,0.6
1,1,0,2,1,1,0,1,1,2,0,1,18,1,1,1,4,3,17,0,0,0,0,2,2,2,4,4,2,2,1,0,2,1,0,0,0,4,0,1,4,1,0,0,0,0,0,16,1,4,2,0,0,1,1,1,1,1,4,4,28.75,0,22500,1,717,717,717,16604,0.44
7,1,5,3,3,0,1,1,6,4,0,0,7,1,1,1,3,4,7,0,1,13,3,3,2,2,2,2,1,2,0,0,2,1,0,0,0,8,0,0,8,3,1,6,1,0,0,5,1,22,3,1,0,1,0,1,0,1,3,2,70.5,0,2000,1,3848,3448,3448,10170,0.39
3,4,5,5,2,1,0,0,16,3,0,1,3,0,0,1,3,4,12,0,2,3,3,4,2,2,4,4,2,5,1,0,2,1,0,0,0,9,0,0,9,1,0,2,1,1,0,0,0,12,3,1,0,0,0,0,0,4,5,5,42.8,0,22500,1,2900,2900,2900,8459,0.39
1,2,3,4,1,0,0,1,6,4,1,0,5,1,1,1,1,3,7,1,0,3,0,2,2,1,12,12,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,2.5,0,7,2,0,0,0,1,1,0,2,0,6,41.333333333333336,1,17500,1,1680,240,240,14371,0.38
3,3,5,4,1,1,0,1,16,3,1,0,7,1,1,1,4,4,3,1,5,13,2,4,2,1,8,8,3,10,2,1,2,1,0,0,1,7,0,0,5,3,0,5,2,1,0,39.5,0,12,2,1,0,0,0,1,1,1,4,5,30.6,0,87500,0,1920,1920,1371,15067,0.56
